OrphaNumber,Disorder_Name,External_Source,External_ID,External_Mapping_Rel,External_Mapping_Status,Disorder_Synonyms
70474,Leigh syndrome with cardiomyopathy,OMIM,256000,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Cardiomyopathy with hypotonia due to cytochrome C oxidase deficiency|Cardiomyopathy with myopathy due to COX deficiency|Leigh disease with myopathy
70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",OMIM,220111,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"COX deficiency, French-Canadian type|Cytochrome C oxidase deficiency, French-Canadian type|Cytochrome oxidase deficiency, Saguenay-Lac-Saint-Jean type|Leigh syndrome, French-Canadian type|Leigh syndrome, Saguenay-Lac-Saint-Jean type|SLSJ-COX deficiency"
70472,"Congenital lactic acidosis, Saguenay-Lac-Saint-Jean type",OMIM,619065,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,"COX deficiency, French-Canadian type|Cytochrome C oxidase deficiency, French-Canadian type|Cytochrome oxidase deficiency, Saguenay-Lac-Saint-Jean type|Leigh syndrome, French-Canadian type|Leigh syndrome, Saguenay-Lac-Saint-Jean type|SLSJ-COX deficiency"
70567,Cholangiocarcinoma,OMIM,615619,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Bile duct cancer|CCA
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,OMIM,137940,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hypotrichosis-lymphedema-telangiectasia-membranoproliferative glomerulonephritis syndrome
69735,Hypotrichosis-lymphedema-telangiectasia-renal defect syndrome,OMIM,607823,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hypotrichosis-lymphedema-telangiectasia-membranoproliferative glomerulonephritis syndrome
69737,Bosley-Salih-Alorainy syndrome,OMIM,601536,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
69739,Athabaskan brainstem dysgenesis syndrome,OMIM,601536,E (Exact mapping: the two concepts are equivalent),Validated,ABSD|Athabascan brainstem dysgenesis syndrome|Navajo brainstem syndrome
69663,Low phospholipid-associated cholelithiasis,OMIM,600803,E (Exact mapping: the two concepts are equivalent),Validated,ABCB4-related cholelithiasis|LPAC
69665,Intrahepatic cholestasis of pregnancy,OMIM,147480,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Gravidic intrahepatic cholestasis|Pregnancy-related cholestasis|Recurrent intrahepatic cholestasis of pregnancy
69665,Intrahepatic cholestasis of pregnancy,OMIM,614972,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Gravidic intrahepatic cholestasis|Pregnancy-related cholestasis|Recurrent intrahepatic cholestasis of pregnancy
69723,Tyrosinemia type 3,OMIM,276710,E (Exact mapping: the two concepts are equivalent),Validated,Tyrosinemia due to 4-hydroxyphenylpyruvate dioxygenase deficiency|Tyrosinemia due to 4-hydroxyphenylpyruvic acid oxidase deficiency|Tyrosinemia due to HPD deficiency|Tyrosinemia type III
69126,Pyogenic arthritis-pyoderma gangrenosum-acne syndrome,OMIM,604416,E (Exact mapping: the two concepts are equivalent),Validated,FRA|Familial recurrent arthritis|PAPA syndrome
69087,Naegeli-Franceschetti-Jadassohn syndrome,OMIM,161000,E (Exact mapping: the two concepts are equivalent),Validated,NFJ syndrome|Naegeli syndrome
69125,Anonychia with flexural pigmentation,OMIM,106750,E (Exact mapping: the two concepts are equivalent),Validated,
69088,Anhidrotic ectodermal dysplasia-immunodeficiency-osteopetrosis-lymphedema syndrome,OMIM,300291,E (Exact mapping: the two concepts are equivalent),Validated,OL-EDA-ID
69083,"Ectodermal dysplasia with natal teeth, Turnpenny type",OMIM,601345,E (Exact mapping: the two concepts are equivalent),Validated,
69082,Odonto-tricho-ungual-digito-palmar syndrome,OMIM,601957,E (Exact mapping: the two concepts are equivalent),Validated,"OTUDP syndrome|Odonto-tricho-ungual-digito-palmar syndrome, Mendoza-Valiente type"
69085,Limb-mammary syndrome,OMIM,603543,E (Exact mapping: the two concepts are equivalent),Validated,LMS
69084,Pure hair and nail ectodermal dysplasia,OMIM,602032,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HNED|Hair-nail ectodermal dysplasia|PHNED
69084,Pure hair and nail ectodermal dysplasia,OMIM,614928,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HNED|Hair-nail ectodermal dysplasia|PHNED
69084,Pure hair and nail ectodermal dysplasia,OMIM,614929,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HNED|Hair-nail ectodermal dysplasia|PHNED
69084,Pure hair and nail ectodermal dysplasia,OMIM,614931,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HNED|Hair-nail ectodermal dysplasia|PHNED
69084,Pure hair and nail ectodermal dysplasia,OMIM,614927,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,HNED|Hair-nail ectodermal dysplasia|PHNED
69077,Rhabdoid tumor,OMIM,609322,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Malignant rhabdoid tumor
69077,Rhabdoid tumor,OMIM,613325,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Malignant rhabdoid tumor
69076,Familial renal glucosuria,OMIM,233100,E (Exact mapping: the two concepts are equivalent),Validated,Familial renal glycosuria|SGLT2 deficiency
69078,Liposarcoma,OMIM,613488,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
69061,Idiopathic steroid-sensitive nephrotic syndrome,OMIM,615861,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,
67048,3-methylglutaconic aciduria type 4,OMIM,250951,E (Exact mapping: the two concepts are equivalent),Validated,MGA4
67046,3-methylglutaconic aciduria type 1,OMIM,250950,E (Exact mapping: the two concepts are equivalent),Validated,3-methylglutaconyl-CoA hydratase deficiency|3MG-CoA hydratase deficiency|MGA1
67047,3-methylglutaconic aciduria type 3,OMIM,258501,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal recessive optic atrophy plus syndrome|Autosomal recessive optic atrophy type 3|Costeff optic atrophy syndrome|Costeff syndrome|Infantile optic atrophy with chorea and spastic paraplegia|MGA3
67044,Thrombocytopenia with congenital dyserythropoietic anemia,OMIM,300367,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Congenital dyserythropoietic anemia with thombocytopenia|X-linked congenital dyserythropoietic anemia with thrombocytopenia|XDAT
67045,X-linked intellectual disability with isolated growth hormone deficiency,OMIM,300123,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,MRGH
67042,Late-onset retinal degeneration,OMIM,605670,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant late-onset retinal degeneration|LORD
67041,Hyaluronidase deficiency,OMIM,601492,E (Exact mapping: the two concepts are equivalent),Validated,MPS9|MPSIX|Mucopolysaccharidosis type 9|Mucopolysaccharidosis type IX
67038,B-cell chronic lymphocytic leukemia,OMIM,109543,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67038,B-cell chronic lymphocytic leukemia,OMIM,151400,E (Exact mapping: the two concepts are equivalent),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67038,B-cell chronic lymphocytic leukemia,OMIM,609630,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67038,B-cell chronic lymphocytic leukemia,OMIM,612557,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67038,B-cell chronic lymphocytic leukemia,OMIM,612558,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67038,B-cell chronic lymphocytic leukemia,OMIM,612559,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,B-CLL|B-cell chronic lymphoid leukemia|Small lymphocytic lymphoma
67036,Autosomal dominant optic atrophy and cataract,OMIM,165300,E (Exact mapping: the two concepts are equivalent),Validated,"Autosomal dominant optic atrophy type 3|OPA3, autosomal dominant"
66637,Diaphanospondylodysostosis,OMIM,608022,E (Exact mapping: the two concepts are equivalent),Validated,
66634,Dilated cardiomyopathy with ataxia,OMIM,610198,E (Exact mapping: the two concepts are equivalent),Validated,3-methylglutaconic aciduria type 5|DCMA syndrome|MGA5
66631,CEDNIK syndrome,OMIM,609528,E (Exact mapping: the two concepts are equivalent),Validated,Cerebral dysgenesis-neuropathy-ichthyosis-palmoplantar keratoderma syndrome
66630,Congenital pseudoarthrosis of the clavicle,OMIM,118980,E (Exact mapping: the two concepts are equivalent),Validated,Congenital pseudarthrosis of the clavicle
66629,Goldberg-Shprintzen megacolon syndrome,OMIM,609460,E (Exact mapping: the two concepts are equivalent),Validated,GOSHS|Megacolon-microcephaly syndrome
66628,Obesity due to congenital leptin deficiency,OMIM,614962,E (Exact mapping: the two concepts are equivalent),Validated,
66625,Cerebrooculonasal syndrome,OMIM,605627,E (Exact mapping: the two concepts are equivalent),Validated,
65798,Goodman syndrome,OMIM,201020,E (Exact mapping: the two concepts are equivalent),Validated,ACPS4|Acrocephalopolysyndactyly type 4
65283,Timothy syndrome,OMIM,618447,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,LQT8|Long QT syndrome type 8|Long QT syndrome-syndactyly syndrome
65283,Timothy syndrome,OMIM,601005,E (Exact mapping: the two concepts are equivalent),Validated,LQT8|Long QT syndrome type 8|Long QT syndrome-syndactyly syndrome
65282,Carvajal syndrome,OMIM,605676,E (Exact mapping: the two concepts are equivalent),Validated,KWWH type II|Keratoderma with woolly hair type II|Woolly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome|Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome|Wooly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome|Wooly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome
65282,Carvajal syndrome,OMIM,615821,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,KWWH type II|Keratoderma with woolly hair type II|Woolly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome|Woolly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome|Wooly hair-palmoplantar hyperkeratosis-dilated cardiomyopathy syndrome|Wooly hair-palmoplantar keratoderma-dilated cardiomyopathy syndrome
65285,Lhermitte-Duclos disease,OMIM,158350,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Dysplastic gangliocytoma of the cerebellum|LDD
65284,Biotin-thiamine-responsive basal ganglia disease,OMIM,607483,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,BBGD|BTBGD|Biotin-responsive basal ganglia disease
65287,Beta-ureidopropionase deficiency,OMIM,613161,E (Exact mapping: the two concepts are equivalent),Validated,Beta-alanine synthase deficiency
65286,3q29 microdeletion syndrome,OMIM,609425,E (Exact mapping: the two concepts are equivalent),Validated,3q subtelomere deletion syndrome|3qter deletion|Del(3)(q29)|Monosomy 3q29|Monosomy 3qter
65288,Permanent neonatal diabetes mellitus-pancreatic and cerebellar agenesis syndrome,OMIM,609069,E (Exact mapping: the two concepts are equivalent),Validated,Pancreatic and cerebellar agenesis
65683,Isolated focal cortical dysplasia,OMIM,607341,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Epilepsy due to FCD
65682,Benign recurrent intrahepatic cholestasis,OMIM,243300,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,BRIC|Summerskill-Walshe-Tygstrup syndrome
65682,Benign recurrent intrahepatic cholestasis,OMIM,605479,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,BRIC|Summerskill-Walshe-Tygstrup syndrome
65720,Arthrogryposis-severe scoliosis syndrome,OMIM,609128,E (Exact mapping: the two concepts are equivalent),Validated,Distal arthrogryposis type 4|Distal arthrogryposis type IID
65684,Monomelic amyotrophy,OMIM,602440,E (Exact mapping: the two concepts are equivalent),Validated,Benign focal amyotrophy|Hirayama disease|JMADUE|Juvenile muscular atrophy of distal upper extremity|Juvenile muscular atrophy of the distal upper limb
65748,Multiple self-healing squamous epithelioma,OMIM,132800,E (Exact mapping: the two concepts are equivalent),Validated,"Familial primary self-healing squamous epithelioma of the skin, Ferguson-Smith type|Ferguson-Smith disease|MSSE|Multiple keratoacanthoma, Ferguson-Smith type|Self-healing squamous epithelioma type 1"
65743,Autosomal dominant multiple pterygium syndrome,OMIM,178110,E (Exact mapping: the two concepts are equivalent),Validated,Distal arthrogryposis type 8
65759,Carpenter syndrome,OMIM,614976,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,ACPS2|Acrocephalopolysyndactyly type 2
65759,Carpenter syndrome,OMIM,201000,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,ACPS2|Acrocephalopolysyndactyly type 2
64745,Pruritic urticarial papules and plaques of pregnancy,OMIM,178995,E (Exact mapping: the two concepts are equivalent),Validated,PUPPP|Polymorphic eruption of pregnancy
64748,Dejerine-Sottas syndrome,OMIM,618184,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Charcot-Marie-Tooth disease type 3|HMSN 3|HMSN III|Hereditary motor and sensory neuropathy type 3|Hereditary motor and sensory neuropathy type III
64748,Dejerine-Sottas syndrome,OMIM,145900,E (Exact mapping: the two concepts are equivalent),Validated,Charcot-Marie-Tooth disease type 3|HMSN 3|HMSN III|Hereditary motor and sensory neuropathy type 3|Hereditary motor and sensory neuropathy type III
64751,Hereditary motor and sensory neuropathy type 5,OMIM,600361,E (Exact mapping: the two concepts are equivalent),Validated,Charcot-Marie-Tooth disease-pyramidal features syndrome|HMSN 5|HMSN V|Hereditary motor and sensory neuropathy type V
562509,Heme oxygenase-1 deficiency,OMIM,614034,E (Exact mapping: the two concepts are equivalent),Validated,HO-1 deficiency
64752,Hereditary sensory and autonomic neuropathy type 5,OMIM,608654,E (Exact mapping: the two concepts are equivalent),Validated,Congenital insensitivity to pain and thermal analgesia|HSAN5|Hereditary sensory and autonomic neuropathy type V
64753,Spinocerebellar ataxia with axonal neuropathy type 2,OMIM,606002,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AOA2|Ataxia-oculomotor apraxia type 2|SCAN 2|SCAR1
64753,Spinocerebellar ataxia with axonal neuropathy type 2,OMIM,615217,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,AOA2|Ataxia-oculomotor apraxia type 2|SCAN 2|SCAR1
64754,Nevus comedonicus syndrome,OMIM,617025,E (Exact mapping: the two concepts are equivalent),Validated,
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome,OMIM,616266,E (Exact mapping: the two concepts are equivalent),Validated,CLIFAHDD syndrome
64755,Becker nevus syndrome,OMIM,604919,E (Exact mapping: the two concepts are equivalent),Validated,Pigmentary hairy epidermal nevus
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome,OMIM,613671,E (Exact mapping: the two concepts are equivalent),Validated,MRAMS syndrome
562538,Autosomal recessive extra-oral halitosis,OMIM,618148,E (Exact mapping: the two concepts are equivalent),Validated,MTO-deficiency|Methanethiol oxidase deficiency
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome,OMIM,618316,E (Exact mapping: the two concepts are equivalent),Validated,
64280,Childhood absence epilepsy,OMIM,600131,E (Exact mapping: the two concepts are equivalent),Validated,Pyknolepsy
64280,Childhood absence epilepsy,OMIM,607681,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Pyknolepsy
64280,Childhood absence epilepsy,OMIM,611136,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,Pyknolepsy
64280,Childhood absence epilepsy,OMIM,611942,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Pyknolepsy
64280,Childhood absence epilepsy,OMIM,612269,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Pyknolepsy
64739,Ovarian hyperstimulation syndrome,OMIM,608115,E (Exact mapping: the two concepts are equivalent),Validated,OHSS
64742,Pleuropulmonary blastoma,OMIM,601200,E (Exact mapping: the two concepts are equivalent),Validated,
63269,Antley-Bixler syndrome with genital anomaly and disorder of steroidogenesis,OMIM,201750,E (Exact mapping: the two concepts are equivalent),Validated,Ambiguous genitalia-disordered steroidogenesis Antley-Bixler syndrome
63442,Angel-shaped phalango-epiphyseal dysplasia,OMIM,105835,E (Exact mapping: the two concepts are equivalent),Validated,ASPED
63273,Distal myopathy with posterior leg and anterior hand involvement,OMIM,614065,E (Exact mapping: the two concepts are equivalent),Validated,Distal ABD-filaminopathy
63446,Acrocapitofemoral dysplasia,OMIM,607778,E (Exact mapping: the two concepts are equivalent),Validated,
60040,Megalencephaly-capillary malformation-polymicrogyria syndrome,OMIM,602501,E (Exact mapping: the two concepts are equivalent),Validated,MCAP|MCM|MCMTC|Macrocephaly-capillary malformation syndrome|Macrocephaly-cutis marmorata telangiectatica congenita syndrome|Megalencephaly-capillary malformation syndrome|Megalencephaly-cutis marmorata telangiectatica congenita syndrome
60041,Congenital heart block,OMIM,234700,E (Exact mapping: the two concepts are equivalent),Validated,Congenital atrioventricular block
60033,Idiopathic bronchiectasis,OMIM,211400,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
60033,Idiopathic bronchiectasis,OMIM,613021,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
60033,Idiopathic bronchiectasis,OMIM,613071,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
59303,Neonatal ichthyosis-sclerosing cholangitis syndrome,OMIM,607626,E (Exact mapping: the two concepts are equivalent),Validated,IHSC|Ichthyosis-hypotrichosis-sclerosing cholangitis syndrome|NISCH syndrome
59306,McLeod neuroacanthocytosis syndrome,OMIM,300842,NTBT (ORPHA code's Narrower Term maps to a Broader Term),Validated,MLS|X-linked McLeod syndrome
59298,Schilder disease,OMIM,272100,E (Exact mapping: the two concepts are equivalent),Validated,Myelinoclastic diffuse sclerosis
60015,Enlarged parietal foramina,OMIM,168500,E (Exact mapping: the two concepts are equivalent),Validated,Catlin marks|Fenestrae parietales symmetricae|Foramina parietalia permagna|Hereditary cranium bifidum|Symmetric parietal foramina
60015,Enlarged parietal foramina,OMIM,609566,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Catlin marks|Fenestrae parietales symmetricae|Foramina parietalia permagna|Hereditary cranium bifidum|Symmetric parietal foramina
60015,Enlarged parietal foramina,OMIM,609597,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Catlin marks|Fenestrae parietales symmetricae|Foramina parietalia permagna|Hereditary cranium bifidum|Symmetric parietal foramina
60025,Pulmonary alveolar microlithiasis,OMIM,265100,E (Exact mapping: the two concepts are equivalent),Validated,
60026,Pulmonary nodular lymphoid hyperplasia,OMIM,178610,E (Exact mapping: the two concepts are equivalent),Validated,Pulmonary pseudolymphoma
60030,Loeys-Dietz syndrome,OMIM,609192,E (Exact mapping: the two concepts are equivalent),Validated,Aortic aneurysm syndrome due to TGF-beta receptors anomalies
60030,Loeys-Dietz syndrome,OMIM,610168,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Aortic aneurysm syndrome due to TGF-beta receptors anomalies
56965,Progressive bulbar paralysis of childhood,OMIM,211500,E (Exact mapping: the two concepts are equivalent),Validated,Fazio-Londe disease|Progressive bulbar palsy of childhood
59181,Sorsby pseudoinflammatory fundus dystrophy,OMIM,136900,E (Exact mapping: the two concepts are equivalent),Validated,
59181,Sorsby pseudoinflammatory fundus dystrophy,OMIM,264420,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
59135,Laing early-onset distal myopathy,OMIM,160500,E (Exact mapping: the two concepts are equivalent),Validated,Distal myopathy type 1|Gowers disease|MPD1
55595,TNP03-related  limb-girdle muscular dystrophy D2,OMIM,608423,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant limb-girdle muscular dystrophy type 1F|LGMD type 1F|LGMD1F|Limb-girdle muscular dystrophy type 1F|TNP03-related  LGMD D2
55596,HNRNPDL-related  limb-girdle muscular dystrophy D3,OMIM,609115,E (Exact mapping: the two concepts are equivalent),Validated,Autosomal dominant limb-girdle muscular dystrophy type 1G|HNRNPDL-related  LGMD D3|LGMD type 1G|LGMD1G|Limb-girdle muscular dystrophy type 1G
54370,Primary membranoproliferative glomerulonephritis,OMIM,305800,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Mesangiocapillary glomerulonephritis|Primary MPGN
54370,Primary membranoproliferative glomerulonephritis,OMIM,609814,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Mesangiocapillary glomerulonephritis|Primary MPGN
54370,Primary membranoproliferative glomerulonephritis,OMIM,614809,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Mesangiocapillary glomerulonephritis|Primary MPGN
54370,Primary membranoproliferative glomerulonephritis,OMIM,615008,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Mesangiocapillary glomerulonephritis|Primary MPGN
56304,Atelosteogenesis type II,OMIM,256050,E (Exact mapping: the two concepts are equivalent),Validated,AO2|AOII|Atelosteogenesis type 2|De la Chapelle dysplasia|Neonatal osseous dysplasia type 1
56305,Atelosteogenesis type III,OMIM,108721,E (Exact mapping: the two concepts are equivalent),Validated,AO3|AOIII|Atelosteogenesis type 3
55880,Chondrosarcoma,OMIM,215300,E (Exact mapping: the two concepts are equivalent),Validated,
55881,Adamantinoma,OMIM,102660,E (Exact mapping: the two concepts are equivalent),Validated,Adamantinoma of long bones
55654,Hypotrichosis simplex,OMIM,618275,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,615059,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,615885,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,278150,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,604379,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,605389,E (Exact mapping: the two concepts are equivalent),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,607903,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,614237,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
55654,Hypotrichosis simplex,OMIM,614238,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Hereditary hypotrichosis simplex
565858,Craniosynostosis-microretrognathia-severe intellectual disability syndrome,OMIM,618265,E (Exact mapping: the two concepts are equivalent),Validated,
565788,Infantile inflammatory bowel disease with neurological involvement,OMIM,618213,E (Exact mapping: the two concepts are equivalent),Validated,
79233,Hypoxanthine guanine phosphoribosyltransferase partial deficiency,OMIM,300323,E (Exact mapping: the two concepts are equivalent),Validated,"HPRT deficiency, grade I|HPRT partial deficiency|HPRT-related gout|HPRT-related hyperuricemia|HPRT1 partial deficiency|Hypoxanthine guanine phosphoribosyltransferase 1 partial deficiency|Hypoxanthine guanine phosphoribosyltransferase deficiency, grade I|Kelley-Seegmiller syndrome"
79230,Hemochromatosis type 2,OMIM,602390,E (Exact mapping: the two concepts are equivalent),Validated,Juvenile hemochromatosis
79230,Hemochromatosis type 2,OMIM,613313,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Juvenile hemochromatosis
79237,Galactokinase deficiency,OMIM,230200,E (Exact mapping: the two concepts are equivalent),Validated,GALK deficiency|GALK-D|Galactokinase deficiency galactosemia|Galactosemia type 2
79234,Crigler-Najjar syndrome type 1,OMIM,218800,E (Exact mapping: the two concepts are equivalent),Validated,Bilirubin uridinediphosphate glucuronosyltransferase deficiency type 1|Bilirubin-UGT deficiency type 1
79235,Crigler-Najjar syndrome type 2,OMIM,606785,E (Exact mapping: the two concepts are equivalent),Validated,Bilirubin uridinediphosphate glucuronosyltransferase deficiency type 2|Bilirubin-UGT deficiency type 2
565624,Combined oxidative phosphorylation defect type 39,OMIM,618397,E (Exact mapping: the two concepts are equivalent),Validated,COXPD39|GFM2-related combined oxidative phosphorylation defect
79157,2-methylbutyryl-CoA dehydrogenase deficiency,OMIM,610006,E (Exact mapping: the two concepts are equivalent),Validated,2-methylbutyric aciduria|Developmental delay due to 2-methylbutyryl-CoA dehydrogenase deficiency|SBCAD deficiency|Short/branched-chain acyl-coA dehydrogenase deficiency
79156,Seizures-intellectual disability due to hydroxylysinuria syndrome,OMIM,236900,E (Exact mapping: the two concepts are equivalent),Validated,
79155,Hydroxykynureninuria,OMIM,236800,E (Exact mapping: the two concepts are equivalent),Validated,Kynureninase deficiency|Xanthurenic aciduria
79154,2-aminoadipic 2-oxoadipic aciduria,OMIM,204750,E (Exact mapping: the two concepts are equivalent),Validated,Alpha-aminoadipic aciduria
79153,Idiopathic trachyonychia,OMIM,161050,E (Exact mapping: the two concepts are equivalent),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,175900,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,607728,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,612293,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,612353,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,614714,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,616063,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79152,Disseminated superficial actinic porokeratosis,OMIM,616631,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,
79151,Acrokeratosis verruciformis of Hopf,OMIM,101900,E (Exact mapping: the two concepts are equivalent),Validated,AKV of Hopf
79150,Linear and whorled nevoid hypermelanosis,OMIM,614323,E (Exact mapping: the two concepts are equivalent),Validated,LWNH
79149,Dermochondrocorneal dystrophy,OMIM,221800,E (Exact mapping: the two concepts are equivalent),Validated,François syndrome
79148,Elastosis perforans serpiginosa,OMIM,130100,E (Exact mapping: the two concepts are equivalent),Validated,
79147,Familial reactive perforating collagenosis,OMIM,216700,E (Exact mapping: the two concepts are equivalent),Validated,
79146,Familial progressive hyperpigmentation,OMIM,145250,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Melanosis diffusa congenita|Melanosis universalis hereditaria|Universal melanosis
79146,Familial progressive hyperpigmentation,OMIM,614233,E (Exact mapping: the two concepts are equivalent),Validated,Melanosis diffusa congenita|Melanosis universalis hereditaria|Universal melanosis
79145,Dowling-Degos disease,OMIM,179850,E (Exact mapping: the two concepts are equivalent),Validated,Reticular pigment anomaly of flexures
79145,Dowling-Degos disease,OMIM,615327,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Reticular pigment anomaly of flexures
79145,Dowling-Degos disease,OMIM,615674,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Reticular pigment anomaly of flexures
79145,Dowling-Degos disease,OMIM,615696,BTNT (ORPHA code's Broader Term maps to a Narrower Term),Validated,Reticular pigment anomaly of flexures
